,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
70,FF,2023-04-11,92.5,-0.17,6.98,"Flexen, Chris",663538,623167,,foul,,,,,12,"Nico Hoerner grounds out sharply, second baseman Kolten Wong to first baseman Ty France.",R,R,R,CHC,SEA,S,,,1,2,2023,-0.08,1.52,0.53,4.29,,,,0,1,Bot,,,,,663728,,,1.935977057532639,-134.71803992427886,-4.346573263564915,-1.3805614053986717,30.035606578237573,-12.959992187809856,3.12,1.51,241.0,75.2,31.0,92.2,2066,6.1,718617,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.4,,,,,,,,8,4,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,197,0.0,0.0
71,FF,2023-04-11,92.3,-0.31,6.98,"Flexen, Chris",663538,623167,,foul,,,,,12,"Nico Hoerner grounds out sharply, second baseman Kolten Wong to first baseman Ty France.",R,R,R,CHC,SEA,S,,,1,1,2023,-0.16,1.65,0.82,3.27,,,,0,1,Bot,,,,,663728,,,3.20799343238352,-134.3077200611589,-7.227813452335783,-2.5473620348615724,27.486242320302257,-10.77918377926433,3.12,1.51,,,,92.3,2119,6.2,718617,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.3,,,,,,,,8,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,194,0.0,-0.057
72,FC,2023-04-11,86.7,-0.38,6.87,"Flexen, Chris",663538,623167,,ball,,,,,9,"Nico Hoerner grounds out sharply, second baseman Kolten Wong to first baseman Ty France.",R,R,R,CHC,SEA,B,,,0,1,2023,0.37,0.77,0.41,1.63,,,,0,1,Bot,,,,,663728,,,1.1289136286769597,-126.1571927449483,-7.905051637656791,3.738335148515518,24.514669134533086,-22.58686550942307,3.12,1.48,,,,86.8,2265,6.3,718617,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.23,,,,,,,,8,2,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,166,0.0,0.031
73,SI,2023-04-11,92.1,-0.28,6.89,"Flexen, Chris",663538,623167,,called_strike,,,,,6,"Nico Hoerner grounds out sharply, second baseman Kolten Wong to first baseman Ty France.",R,R,R,CHC,SEA,S,,,0,0,2023,-0.36,1.51,0.75,2.12,,,,0,1,Bot,,,,,663728,,,3.374993251226134,-133.84295164823072,-9.58358610762054,-4.970445436720008,27.066702453233308,-12.169891836313814,3.21,1.54,,,,92.2,2056,6.3,718617,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.2,,,,,,,,8,1,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,193,0.0,-0.044
74,CH,2023-04-05,81.5,-0.52,6.5,"Flexen, Chris",621493,623167,strikeout,swinging_strike_blocked,,,,,13,Taylor Ward strikes out swinging.,R,R,R,SEA,LAA,S,2.0,,2,2,2023,-0.91,0.86,-0.39,0.89,,,,2,5,Top,,,,,663728,,,2.0429851801298984,-118.60928146894616,-7.768581755940529,-8.98945221443528,20.643889484559548,-22.810924431304564,3.47,1.69,,,,82.2,1294,6.5,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.97,,,0.0,1.0,0.0,0.0,,38,6,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,215,0.011,-0.094
75,FF,2023-04-05,93.4,-0.22,6.86,"Flexen, Chris",621493,623167,,foul,,,,,12,Taylor Ward strikes out swinging.,R,R,R,SEA,LAA,S,,,2,2,2023,0.11,1.46,0.89,3.54,,,,2,5,Top,,,,,663728,,,2.644650891473113,-135.97647548995337,-6.0467903582186455,0.7619493374259708,28.387190826525696,-12.872339542994558,3.47,1.69,223.0,74.1,39.0,93.6,2180,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.21,,,,,,,,38,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,184,0.0,0.0
76,FF,2023-04-05,92.8,-0.41,6.84,"Flexen, Chris",621493,623167,,swinging_strike,,,,,3,Taylor Ward strikes out swinging.,R,R,R,SEA,LAA,S,,,2,1,2023,0.09,1.57,0.55,3.43,,,,2,5,Top,,,,,663728,,,2.253730271291696,-135.02556273085415,-6.354714593986238,0.625926094138948,29.376797856142627,-11.814871262394645,3.47,1.69,,,,92.6,2096,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.34,,,,,,,,38,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,189,0.0,-0.031
77,FF,2023-04-05,92.5,-0.28,6.86,"Flexen, Chris",621493,623167,,ball,,,,,12,Taylor Ward strikes out swinging.,R,R,R,SEA,LAA,B,,,1,1,2023,0.13,1.53,1.26,2.73,,,,2,5,Top,,,,,663728,,,3.6367958172900696,-134.5861064724892,-8.067337108227983,0.7630576342031018,28.39372171579092,-11.971737787274762,3.53,1.76,,,,92.4,2077,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.3,,,,,,,,38,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,192,0.0,0.027
78,FF,2023-04-05,91.7,-0.34,6.88,"Flexen, Chris",621493,623167,,swinging_strike,,,,,3,Taylor Ward strikes out swinging.,R,R,R,SEA,LAA,S,,,1,0,2023,0.21,1.51,0.82,3.44,,,,2,5,Top,,,,,663728,,,2.4816075396874893,-133.4990298607239,-6.1266113209869975,2.022584506199011,26.827854624274565,-12.997185287797196,3.47,1.69,,,,91.9,2165,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.28,,,,,,,,38,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,188,0.0,-0.027
79,SL,2023-04-05,79.9,-0.42,6.79,"Flexen, Chris",621493,623167,,ball,,,,,14,Taylor Ward strikes out swinging.,R,R,R,SEA,LAA,B,,,0,0,2023,1.21,-0.5,0.85,1.17,,,,2,5,Top,,,,,663728,,,0.5274715789421064,-116.39389494762136,-4.78764990117135,10.96763615300878,21.266551676915345,-36.05388769562901,3.42,1.74,,,,80.6,2550,6.7,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.85,,,,,,,,38,1,Slider,1,2,2,1,2,1,2,1,Standard,Standard,40,0.0,0.023
80,FF,2023-04-05,91.6,-0.38,6.66,"Flexen, Chris",681351,623167,field_out,hit_into_play,,,,,4,"Logan O'Hoppe grounds out, shortstop J.  P. Crawford to first baseman Ty France.",R,R,R,SEA,LAA,X,6.0,ground_ball,1,2,2023,0.04,1.39,-0.39,2.4,,,,1,5,Top,107.4,153.61,,,663728,,,-0.1172600568969098,-133.27813402728358,-7.997293884748247,0.4768812548538776,25.40149540477301,-14.109276573761408,3.47,1.59,64.0,94.5,3.0,92.3,2184,6.5,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.04,0.446,0.405,0.0,1.0,0.0,0.0,4.0,37,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,189,0.017,-0.129
81,SL,2023-04-05,80.5,-0.3,6.77,"Flexen, Chris",681351,623167,,foul,,,,,6,"Logan O'Hoppe grounds out, shortstop J.  P. Crawford to first baseman Ty France.",R,R,R,SEA,LAA,S,,,1,2,2023,0.99,0.07,0.66,2.76,,,,1,5,Top,,,,,663728,,,0.242871652810432,-117.33174803581,-2.4042321430336484,9.185559449124243,20.97443912688551,-31.340466338354798,3.47,1.59,32.0,79.1,-2.0,80.8,2469,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.22,,,,,,,,37,4,Slider,1,2,2,1,2,1,2,1,Standard,Standard,50,0.0,0.0
82,FF,2023-04-05,90.4,-0.28,6.73,"Flexen, Chris",681351,623167,,foul,,,,,12,"Logan O'Hoppe grounds out, shortstop J.  P. Crawford to first baseman Ty France.",R,R,R,SEA,LAA,S,,,1,1,2023,0.23,1.62,0.09,3.78,,,,1,5,Top,,,,,663728,,,0.4266842084624408,-131.62036483593033,-4.867283188585002,2.571670310541821,28.954269868450773,-12.506773504146702,3.47,1.59,157.0,80.8,78.0,90.3,2056,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.25,,,,,,,,37,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,163,0.0,-0.039
83,FF,2023-04-05,90.7,-0.38,6.74,"Flexen, Chris",681351,623167,,ball,,,,,12,"Logan O'Hoppe grounds out, shortstop J.  P. Crawford to first baseman Ty France.",R,R,R,SEA,LAA,B,,,0,1,2023,0.06,1.63,1.04,3.51,,,,1,5,Top,,,,,663728,,,3.416242064111904,-131.9183170763118,-5.649284040160863,-0.1063928570653492,28.95728639560879,-12.106896382680294,3.17,1.55,,,,90.8,2153,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.08,,,,,,,,37,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,124,0.0,0.024
84,FF,2023-04-05,92.0,-0.41,6.77,"Flexen, Chris",681351,623167,,foul,,,,,6,"Logan O'Hoppe grounds out, shortstop J.  P. Crawford to first baseman Ty France.",R,R,R,SEA,LAA,S,,,0,0,2023,-0.08,1.43,0.5,2.57,,,,1,5,Top,,,,,663728,,,2.461844992661644,-133.8769759751411,-7.932421534177128,-1.4208599644792266,27.999090765363277,-13.415991607875991,3.47,1.59,208.0,79.6,57.0,92.0,2158,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.28,,,,,,,,37,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,190,0.0,-0.034
85,CH,2023-04-05,80.1,-0.6,6.54,"Flexen, Chris",650859,623167,field_out,hit_into_play,,,,,11,Luis Rengifo pops out to third baseman Eugenio Suarez in foul territory.,R,L,R,SEA,LAA,X,5.0,popup,2,2,2023,-0.9,0.82,-1.18,2.93,,,,0,5,Top,74.41,172.35,,,663728,,,0.4263757714664858,-116.77724727274888,-2.915789973990045,-8.411856453431858,19.57043714800093,-24.32443990281508,3.12,1.44,144.0,73.4,65.0,81.3,1265,6.7,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.77,0.001,0.0,0.0,1.0,0.0,0.0,3.0,36,5,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,220,0.023,-0.217
86,CH,2023-04-05,80.6,-0.55,6.61,"Flexen, Chris",650859,623167,,ball,,,,,13,Luis Rengifo pops out to third baseman Eugenio Suarez in foul territory.,R,L,R,SEA,LAA,B,,,1,2,2023,-1.03,0.67,-1.26,0.91,,,,0,5,Top,,,,,663728,,,0.3660859454807724,-117.23454878747786,-7.279562068001121,-9.565050534315365,21.5109023042306,-24.810168947899548,3.15,1.44,,,,80.4,1416,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.42,,,,,,,,36,4,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,222,0.0,0.04
87,FF,2023-04-05,91.9,-0.6,6.86,"Flexen, Chris",650859,623167,,called_strike,,,,,1,Luis Rengifo pops out to third baseman Eugenio Suarez in foul territory.,R,L,R,SEA,LAA,S,,,1,1,2023,-0.16,1.68,-0.64,2.77,,,,0,5,Top,,,,,663728,,,0.2361169413418454,-133.64067528095012,-8.116188236255448,-1.9615310078148496,27.87905564683489,-10.508781339664983,3.17,1.59,,,,91.6,2190,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.44,,,,,,,,36,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,197,0.0,-0.057
88,FC,2023-04-05,87.6,-0.76,6.83,"Flexen, Chris",650859,623167,,ball,,,,,11,Luis Rengifo pops out to third baseman Eugenio Suarez in foul territory.,R,L,R,SEA,LAA,B,,,0,1,2023,0.51,0.79,-0.63,3.72,,,,0,5,Top,,,,,663728,,,-0.7207153522974661,-127.59787491477844,-3.0300797703147717,5.715124372444443,25.019528340781257,-23.152129344799995,3.23,1.44,,,,87.7,2278,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.31,,,,,,,,36,2,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,165,0.0,0.031
89,CH,2023-04-05,80.6,-0.6,6.61,"Flexen, Chris",650859,623167,,swinging_strike,,,,,13,Luis Rengifo pops out to third baseman Eugenio Suarez in foul territory.,R,L,R,SEA,LAA,S,,,0,0,2023,-0.99,0.67,-0.1,1.02,,,,0,5,Top,,,,,663728,,,2.967179488985989,-117.28963614026786,-7.091976655543938,-9.71549050475036,19.53261408788682,-24.947800715112717,3.12,1.44,,,,80.9,1261,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.3,,,,,,,,36,1,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,218,0.0,-0.044
90,CH,2023-04-05,81.1,-0.44,6.52,"Flexen, Chris",570482,623167,field_out,hit_into_play,,,,,8,"Gio Urshela grounds out, third baseman Eugenio Suarez to first baseman Ty France.",R,R,R,SEA,LAA,X,5.0,ground_ball,2,2,2023,-1.08,0.69,-0.2,1.59,,,,2,4,Top,99.29,167.8,,,663728,,,2.6372015228827785,-118.13244319441093,-5.833185216839259,-10.611566816545954,20.371932380456062,-24.82433338731071,3.46,1.62,13.0,90.6,-7.0,82.1,1347,6.7,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.79,0.151,0.136,0.0,1.0,0.0,0.0,2.0,32,7,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,216,0.011,-0.094
91,FC,2023-04-05,87.6,-0.37,6.79,"Flexen, Chris",570482,623167,,foul,,,,,9,"Gio Urshela grounds out, third baseman Eugenio Suarez to first baseman Ty France.",R,R,R,SEA,LAA,S,,,2,2,2023,0.66,0.25,0.54,1.93,,,,2,4,Top,,,,,663728,,,0.8339320930027792,-127.49937148533938,-6.154903548465137,7.103150291469585,25.18017904605628,-28.452839768107044,3.46,1.62,184.0,71.3,34.0,87.9,2428,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.1,,,,,,,,32,6,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,144,0.0,0.0
92,FF,2023-04-05,93.4,-0.19,6.86,"Flexen, Chris",570482,623167,,foul,,,,,3,"Gio Urshela grounds out, third baseman Eugenio Suarez to first baseman Ty France.",R,R,R,SEA,LAA,S,,,2,2,2023,-0.07,1.59,0.76,3.13,,,,2,4,Top,,,,,663728,,,2.5859413234002,-135.87192910495625,-7.360178846656753,-1.375748333703079,29.490344392725277,-11.060905733026384,3.46,1.62,313.0,88.9,32.0,93.5,2164,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.18,,,,,,,,32,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,189,0.0,0.0
93,FF,2023-04-05,91.8,-0.33,6.84,"Flexen, Chris",570482,623167,,foul_tip,,,,,9,"Gio Urshela grounds out, third baseman Eugenio Suarez to first baseman Ty France.",R,R,R,SEA,LAA,S,,,2,1,2023,0.05,1.49,0.8,2.04,,,,2,4,Top,,,,,663728,,,2.759646063136282,-133.5241974909704,-9.514532178586368,0.0324865544071538,26.93287516231513,-12.52697066041636,3.46,1.62,,,,91.8,2018,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.31,,,,,,,,32,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,188,0.0,-0.031
94,FF,2023-04-05,91.7,-0.33,6.84,"Flexen, Chris",570482,623167,,ball,,,,,14,"Gio Urshela grounds out, third baseman Eugenio Suarez to first baseman Ty France.",R,R,R,SEA,LAA,B,,,1,1,2023,-0.05,1.56,1.21,1.86,,,,2,4,Top,,,,,663728,,,3.9854781896792697,-133.22784656109172,-10.072317326904486,-1.3555384462655522,27.31841617716569,-11.623508960069806,3.46,1.69,,,,91.7,2101,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.22,,,,,,,,32,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,189,0.0,0.027
95,FC,2023-04-05,87.1,-0.15,6.79,"Flexen, Chris",570482,623167,,ball,,,,,14,"Gio Urshela grounds out, third baseman Eugenio Suarez to first baseman Ty France.",R,R,R,SEA,LAA,B,,,0,1,2023,0.66,0.53,1.43,1.26,,,,2,4,Top,,,,,663728,,,2.457552219859295,-126.77174864459664,-8.291692220394085,6.718633771290168,22.981603404786487,-25.07821189525517,3.49,1.65,,,,87.7,2353,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.07,,,,,,,,32,2,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,151,0.0,0.018
96,FF,2023-04-05,92.4,-0.31,6.81,"Flexen, Chris",570482,623167,,foul,,,,,12,"Gio Urshela grounds out, third baseman Eugenio Suarez to first baseman Ty France.",R,R,R,SEA,LAA,S,,,0,0,2023,-0.01,1.48,0.9,2.56,,,,2,4,Top,,,,,663728,,,3.100611748033906,-134.37554446195247,-8.249564522514214,-0.8300728119337857,29.5566974702399,-12.614926720333722,3.46,1.62,209.0,73.8,38.0,92.5,1480,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.05,,,,,,,,32,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,188,0.0,-0.022
97,FF,2023-04-05,92.5,-0.52,6.77,"Flexen, Chris",571875,623167,field_out,hit_into_play,,,,,8,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,X,8.0,line_drive,3,2,2023,0.08,1.53,0.13,1.82,,,,1,4,Top,138.34,71.44,,,663728,,,1.4759919705498126,-134.3789132816615,-10.112887358879728,0.6044032391153902,29.465180174099785,-11.673956857753042,3.4,1.58,318.0,89.6,23.0,92.3,1089,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.24,0.183,0.206,0.0,1.0,0.0,0.0,3.0,31,9,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,244,0.016,-0.211
98,FF,2023-04-05,92.5,-0.42,6.83,"Flexen, Chris",571875,623167,,ball,,,,,12,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,B,,,2,2,2023,-0.06,1.45,0.21,4.8,,,,1,4,Top,,,,,663728,,,1.7345060264921754,-134.73570537987027,-2.564636228938011,-1.117939749028358,28.12530818428421,-14.136544811480048,3.59,1.67,,,,92.7,2108,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.24,,,,,,,,31,8,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,189,0.0,0.046
99,FF,2023-04-05,93.3,-0.38,6.78,"Flexen, Chris",571875,623167,,foul,,,,,13,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,S,,,2,2,2023,0.16,1.52,-0.83,2.3,,,,1,4,Top,,,,,663728,,,-1.5042489906683798,-135.7437486876154,-9.114066741434344,2.310574325880103,28.16391144200101,-11.596399879399891,3.4,1.58,,,,93.3,2007,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.33,,,,,,,,31,7,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,197,0.0,0.0
100,FF,2023-04-05,93.9,-0.44,6.83,"Flexen, Chris",571875,623167,,foul,,,,,1,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,S,,,2,2,2023,0.09,1.57,-0.38,3.23,,,,1,4,Top,,,,,663728,,,-0.053707349410822,-136.5866977949387,-7.024740636644407,1.167275149458241,31.59561069281683,-11.238038476235191,3.4,1.58,209.0,75.3,49.0,93.6,2139,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.25,,,,,,,,31,6,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,195,0.0,0.0
101,FF,2023-04-05,92.8,-0.34,6.81,"Flexen, Chris",571875,623167,,foul,,,,,1,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,S,,,2,2,2023,-0.03,1.78,-0.28,3.11,,,,1,4,Top,,,,,663728,,,0.2305389368315036,-135.02106369358737,-7.498420666767844,-0.4159354706321354,30.658015622877187,-8.983016774478186,3.4,1.58,240.0,77.3,29.0,92.3,2257,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.42,,,,,,,,31,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,192,0.0,0.0
102,FF,2023-04-05,93.0,-0.41,6.89,"Flexen, Chris",571875,623167,,ball,,,,,11,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,B,,,1,2,2023,-0.19,1.75,-0.64,4.55,,,,1,4,Top,,,,,663728,,,-0.1464732702129464,-135.5058293338333,-4.066118580707515,-2.367115673589542,29.420581835570346,-9.937472929591484,3.64,1.69,,,,93.0,2250,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.28,,,,,,,,31,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,191,0.0,0.037
103,FF,2023-04-05,91.9,-0.5,6.9,"Flexen, Chris",571875,623167,,swinging_strike,,,,,11,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,S,,,1,1,2023,0.06,1.79,0.0,4.05,,,,1,4,Top,,,,,663728,,,1.1439979505386877,-133.72370956092027,-5.213213637488796,0.4187562250469573,29.654638468962546,-9.77763916387909,3.4,1.58,,,,91.5,2224,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.39,,,,,,,,31,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,191,0.0,-0.039
104,CH,2023-04-05,79.7,-0.58,6.64,"Flexen, Chris",571875,623167,,ball,,,,,11,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,B,,,0,1,2023,-0.74,1.04,-0.88,3.14,,,,1,4,Top,,,,,663728,,,0.7458594399309715,-116.09420823218288,-2.931829126695323,-6.884296693171589,20.927254174475078,-22.43707581053105,3.57,1.67,,,,80.1,1269,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.06,,,,,,,,31,2,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,217,0.0,0.024
105,FC,2023-04-05,87.3,-0.68,6.83,"Flexen, Chris",571875,623167,,called_strike,,,,,7,Jake Lamb lines out to center fielder Julio Rodriguez.,R,L,R,SEA,LAA,S,,,0,0,2023,0.38,0.45,-0.71,1.79,,,,1,4,Top,,,,,663728,,,-0.8540459011424704,-127.144465746311,-6.940965300530875,4.26330429303622,24.65530316264419,-26.110931832572952,3.49,1.63,,,,87.3,2383,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.38,,,,,,,,31,1,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,154,0.0,-0.034
106,FC,2023-04-05,86.4,-0.31,6.89,"Flexen, Chris",592273,623167,field_out,hit_into_play,,,,,12,Brandon Drury flies out to right fielder Teoscar Hernandez.,R,R,R,SEA,LAA,X,9.0,fly_ball,1,2,2023,0.76,0.36,0.92,2.68,,,,0,4,Top,151.15,111.98,,,663728,,,1.395901381436342,-125.91946073877487,-4.576766940082663,7.825884687987594,23.759334922599624,-27.69148288729193,3.61,1.72,227.0,89.3,51.0,86.6,2482,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.32,0.011,0.012,0.0,1.0,0.0,0.0,3.0,30,4,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,135,0.023,-0.176
107,FF,2023-04-05,91.5,-0.37,6.86,"Flexen, Chris",592273,623167,,foul,,,,,6,Brandon Drury flies out to right fielder Teoscar Hernandez.,R,R,R,SEA,LAA,S,,,1,1,2023,0.06,1.51,0.7,2.64,,,,0,4,Top,,,,,663728,,,2.58812471117035,-133.0980353892063,-8.103710176070516,0.1565683552503946,26.833414787494227,-12.660933952142644,3.61,1.72,221.0,69.4,37.0,92.1,2052,6.6,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.95,,,,,,,,30,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,193,0.0,-0.057
108,FF,2023-04-05,90.5,-0.29,6.85,"Flexen, Chris",592273,623167,,swinging_strike,,,,,3,Brandon Drury flies out to right fielder Teoscar Hernandez.,R,R,R,SEA,LAA,S,,,1,0,2023,0.08,1.59,0.81,3.63,,,,0,4,Top,,,,,663728,,,2.573667803650183,-131.7316857808227,-5.493612121228437,0.3999207390569211,26.517353092291614,-12.634952139939283,3.61,1.72,,,,90.4,2104,6.1,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.42,,,,,,,,30,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,188,0.0,-0.057
109,SL,2023-04-05,80.2,-0.57,6.83,"Flexen, Chris",592273,623167,,ball,,,,,14,Brandon Drury flies out to right fielder Teoscar Hernandez.,R,R,R,SEA,LAA,B,,,0,0,2023,1.18,0.06,1.82,0.43,,,,0,4,Top,,,,,663728,,,3.064472136498312,-116.7024414840496,-7.6205445591663965,10.277847894546309,20.692264090030235,-30.42223479161734,3.47,1.74,,,,80.5,2468,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.11,,,,,,,,30,1,Slider,1,2,2,1,2,1,2,1,Standard,Standard,50,0.0,0.044
110,FF,2023-04-05,92.2,-0.29,6.88,"Flexen, Chris",592669,623167,field_out,hit_into_play,,,,,3,Hunter Renfroe flies out to center fielder Julio Rodriguez.,R,R,R,SEA,LAA,X,8.0,fly_ball,3,2,2023,-0.02,1.61,0.66,3.12,,,,2,3,Top,149.59,76.02,,,663728,,,2.4450794209476205,-134.12767324370498,-7.21818447948876,-0.773213324614203,28.58592900877695,-11.360172613533264,3.45,1.64,311.0,95.6,40.0,92.0,2299,6.2,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.34,0.083,0.144,0.0,1.0,0.0,0.0,3.0,23,6,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,185,0.01,-0.151
111,CH,2023-04-05,83.2,-0.35,6.48,"Flexen, Chris",592669,623167,,ball,,,,,14,Hunter Renfroe flies out to center fielder Julio Rodriguez.,R,R,R,SEA,LAA,B,,,2,2,2023,-1.0,0.77,0.54,0.17,,,,2,3,Top,,,,,663728,,,4.048817341730942,-120.83338759301064,-9.584955637729395,-10.598290266325284,22.588713213075877,-23.026710513057363,3.45,1.65,,,,84.0,1313,6.8,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.7,,,,,,,,23,5,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,216,0.0,0.056
